Código IBGE,Município,UF,Operadora,Tecnologia,% área coberta,% moradores cobertos,% domicílios cobertos,Área km2,Moradores,Domicílios,Tipo de compromisso,Compromisso,Origem compromisso,Operadora com compromisso,Status compromisso,Prazo compromisso
2513109,Salgado de São Félix,PB,Todas,4G,"41,40","60,31","62,21","201,853697",11900,3532,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2513158,Santa Cecília,PB,Todas,4G,"56,19","81,82","82,58","227,8753422",6645,1808,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital da Banda H (002-2010/SPV-ANATEL),Nextel,Atendido no prazo,N/A
2513158,Santa Cecília,PB,Todas,4G,"56,19","81,82","82,58","227,8753422",6645,1808,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2009
2513158,Santa Cecília,PB,Todas,4G,"56,19","81,82","82,58","227,8753422",6645,1808,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,01/07/2023
2513158,Santa Cecília,PB,Todas,4G,"56,19","81,82","82,58","227,8753422",6645,1808,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2513208,Santa Cruz,PB,Todas,4G,"84,11","94,70","95,34","210,1655625",6438,1894,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2009
2513208,Santa Cruz,PB,Todas,4G,"84,11","94,70","95,34","210,1655625",6438,1894,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2013
2513208,Santa Cruz,PB,Todas,4G,"84,11","94,70","95,34","210,1655625",6438,1894,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2021
2513208,Santa Cruz,PB,Todas,4G,"84,11","94,70","95,34","210,1655625",6438,1894,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2513307,Santa Helena,PB,Todas,4G,"66,46","82,18","82,81","210,2006096",5363,1664,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido no prazo,N/A
2513307,Santa Helena,PB,Todas,4G,"66,46","82,18","82,81","210,2006096",5363,1664,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2513356,Santa Inês,PB,Todas,4G,"34,34","62,19","63,91","324,424967",3525,922,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2009
2513356,Santa Inês,PB,Todas,4G,"34,34","62,19","63,91","324,424967",3525,922,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2513356,Santa Inês,PB,Todas,4G,"34,34","62,19","63,91","324,424967",3525,922,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Telefônica,Atendido no prazo,03/03/2023
2513356,Santa Inês,PB,Todas,4G,"34,34","62,19","63,91","324,424967",3525,922,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2513356,Santa Inês,PB,Todas,4G,"34,34","62,19","63,91","324,424967",3525,922,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2513406,Santa Luzia,PB,Todas,4G,"39,68","94,30","94,52","455,6972717",14668,4353,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2016
2513406,Santa Luzia,PB,Todas,4G,"39,68","94,30","94,52","455,6972717",14668,4353,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2513505,Santana de Mangueira,PB,Todas,4G,"28,64","57,63","61,39","402,1523939",5323,1410,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2010
2513505,Santana de Mangueira,PB,Todas,4G,"28,64","57,63","61,39","402,1523939",5323,1410,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido no prazo,N/A
2513505,Santana de Mangueira,PB,Todas,4G,"28,64","57,63","61,39","402,1523939",5323,1410,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2513604,Santana dos Garrotes,PB,Todas,4G,"53,67","76,37","79,20","353,8157557",7254,2003,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2014
2513604,Santana dos Garrotes,PB,Todas,4G,"53,67","76,37","79,20","353,8157557",7254,2003,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2513653,Joca Claudino,PB,Todas,4G,"100,00","100,00","100,00","74,00645983",2607,750,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2010
2513653,Joca Claudino,PB,Todas,4G,"100,00","100,00","100,00","74,00645983",2607,750,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido no prazo,N/A
2513653,Joca Claudino,PB,Todas,4G,"100,00","100,00","100,00","74,00645983",2607,750,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital de Sobras do SMP (001-2007/SPV-ANATEL),Oi,Atendido no prazo,07/12/2012
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital da Banda H (002-2010/SPV-ANATEL),Nextel,Atendido com atraso,N/A
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital da Banda H (002-2010/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido no prazo,30/04/2013
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2013
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2013
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2013
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 4G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Claro,Atendido no prazo,N/A
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 4G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Oi,Atendido no prazo,N/A
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 4G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido no prazo,N/A
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 4G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Telefônica,A vencer,03/03/2025
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Telefônica,Atendido no prazo,03/03/2023
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Claro,A vencer,31/07/2027
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Telefônica,A vencer,31/07/2027
2513703,Santa Rita,PB,Todas,4G,"84,67","96,30","96,50","726,8419386",119869,33546,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Tim,A vencer,31/07/2027
2513802,Santa Teresinha,PB,Todas,4G,"54,67","78,95","80,06","357,9447032",4579,1264,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2009
2513802,Santa Teresinha,PB,Todas,4G,"54,67","78,95","80,06","357,9447032",4579,1264,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2013
2513802,Santa Teresinha,PB,Todas,4G,"54,67","78,95","80,06","357,9447032",4579,1264,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2513802,Santa Teresinha,PB,Todas,4G,"54,67","78,95","80,06","357,9447032",4579,1264,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2513851,Santo André,PB,Todas,4G,"81,81","86,76","87,07","225,1681251",2631,794,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2010
2513851,Santo André,PB,Todas,4G,"81,81","86,76","87,07","225,1681251",2631,794,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2513851,Santo André,PB,Todas,4G,"81,81","86,76","87,07","225,1681251",2631,794,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2513851,Santo André,PB,Todas,4G,"81,81","86,76","87,07","225,1681251",2631,794,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2513901,São Bento,PB,Todas,4G,"78,87","98,49","98,56","248,1992656",30806,8447,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2013
2513901,São Bento,PB,Todas,4G,"78,87","98,49","98,56","248,1992656",30806,8447,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Claro,Atendido no prazo,N/A
2513901,São Bento,PB,Todas,4G,"78,87","98,49","98,56","248,1992656",30806,8447,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Oi,Atendido no prazo,N/A
2513901,São Bento,PB,Todas,4G,"78,87","98,49","98,56","248,1992656",30806,8447,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2513901,São Bento,PB,Todas,4G,"78,87","98,49","98,56","248,1992656",30806,8447,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 4G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido no prazo,N/A
2513901,São Bento,PB,Todas,4G,"78,87","98,49","98,56","248,1992656",30806,8447,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Claro,A vencer,31/07/2029
2513901,São Bento,PB,Todas,4G,"78,87","98,49","98,56","248,1992656",30806,8447,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Telefônica,A vencer,31/07/2029
2513901,São Bento,PB,Todas,4G,"78,87","98,49","98,56","248,1992656",30806,8447,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Tim,A vencer,31/07/2029
2513927,São Bentinho,PB,Todas,4G,"79,75","91,19","91,14","195,9659699",4133,1199,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2014
2513927,São Bentinho,PB,Todas,4G,"79,75","91,19","91,14","195,9659699",4133,1199,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2513943,São Domingos do Cariri,PB,Todas,4G,"51,35","81,77","83,11","218,8042754",2420,717,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2010
2513943,São Domingos do Cariri,PB,Todas,4G,"51,35","81,77","83,11","218,8042754",2420,717,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2016
2513943,São Domingos do Cariri,PB,Todas,4G,"51,35","81,77","83,11","218,8042754",2420,717,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2021
2513943,São Domingos do Cariri,PB,Todas,4G,"51,35","81,77","83,11","218,8042754",2420,717,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2513968,São Domingos,PB,Todas,4G,"85,90","87,80","88,07","169,1045174",2841,825,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2009
2513968,São Domingos,PB,Todas,4G,"85,90","87,80","88,07","169,1045174",2841,825,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2513968,São Domingos,PB,Todas,4G,"85,90","87,80","88,07","169,1045174",2841,825,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2513968,São Domingos,PB,Todas,4G,"85,90","87,80","88,07","169,1045174",2841,825,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2513984,São Francisco,PB,Todas,4G,"72,34","81,89","82,15","95,05403179",3362,1004,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2010
2513984,São Francisco,PB,Todas,4G,"72,34","81,89","82,15","95,05403179",3362,1004,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2513984,São Francisco,PB,Todas,4G,"72,34","81,89","82,15","95,05403179",3362,1004,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2021
2513984,São Francisco,PB,Todas,4G,"72,34","81,89","82,15","95,05403179",3362,1004,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2514008,São João do Cariri,PB,Todas,4G,"34,33","66,04","67,72","653,5823103",4336,1316,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2010
2514008,São João do Cariri,PB,Todas,4G,"34,33","66,04","67,72","653,5823103",4336,1316,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2016
2514008,São João do Cariri,PB,Todas,4G,"34,33","66,04","67,72","653,5823103",4336,1316,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Telefônica,Atendido no prazo,03/03/2023
2514008,São João do Cariri,PB,Todas,4G,"34,33","66,04","67,72","653,5823103",4336,1316,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2021
2514008,São João do Cariri,PB,Todas,4G,"34,33","66,04","67,72","653,5823103",4336,1316,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2514107,São João do Tigre,PB,Todas,4G,"24,34","39,85","41,69","816,1192858",4388,1445,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2010
2514107,São João do Tigre,PB,Todas,4G,"24,34","39,85","41,69","816,1192858",4388,1445,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2514107,São João do Tigre,PB,Todas,4G,"24,34","39,85","41,69","816,1192858",4388,1445,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2514206,São José da Lagoa Tapada,PB,Todas,4G,"49,44","73,15","74,13","341,8077402",7558,2221,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital da Banda H (002-2010/SPV-ANATEL),Nextel,Atendido no prazo,N/A
2514206,São José da Lagoa Tapada,PB,Todas,4G,"49,44","73,15","74,13","341,8077402",7558,2221,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2009
2514206,São José da Lagoa Tapada,PB,Todas,4G,"49,44","73,15","74,13","341,8077402",7558,2221,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2514206,São José da Lagoa Tapada,PB,Todas,4G,"49,44","73,15","74,13","341,8077402",7558,2221,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2514305,São José de Caiana,PB,Todas,4G,"79,11","86,49","87,12","176,3263823",5984,1460,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2010
2514305,São José de Caiana,PB,Todas,4G,"79,11","86,49","87,12","176,3263823",5984,1460,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2514305,São José de Caiana,PB,Todas,4G,"79,11","86,49","87,12","176,3263823",5984,1460,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2514305,São José de Caiana,PB,Todas,4G,"79,11","86,49","87,12","176,3263823",5984,1460,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2514404,São José de Espinharas,PB,Todas,4G,"41,99","63,60","65,40","725,6557042",4735,1298,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2009
2514404,São José de Espinharas,PB,Todas,4G,"41,99","63,60","65,40","725,6557042",4735,1298,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2514404,São José de Espinharas,PB,Todas,4G,"41,99","63,60","65,40","725,6557042",4735,1298,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2021
2514404,São José de Espinharas,PB,Todas,4G,"41,99","63,60","65,40","725,6557042",4735,1298,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2514453,São José dos Ramos,PB,Todas,4G,"100,00","100,00","100,00","98,23149408",5508,1530,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2010
2514453,São José dos Ramos,PB,Todas,4G,"100,00","100,00","100,00","98,23149408",5508,1530,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2016
2514453,São José dos Ramos,PB,Todas,4G,"100,00","100,00","100,00","98,23149408",5508,1530,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2514453,São José dos Ramos,PB,Todas,4G,"100,00","100,00","100,00","98,23149408",5508,1530,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2514503,São José de Piranhas,PB,Todas,4G,"42,66","73,55","75,09","677,3049429",19051,5369,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2016
2514503,São José de Piranhas,PB,Todas,4G,"42,66","73,55","75,09","677,3049429",19051,5369,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
